Sampled_Frames/Test_Subject_9/id/Jenga_task/Top_View/Jenga_GL_0.0.png,Annotations/Test_Subject_9/By_1/id/Jenga_task/Top_View/Jenga_GL_0.0.png,Annotations/Test_Subject_9/By_2/id/Jenga_task/Top_View/Jenga_GL_0.0.png
Sampled_Frames/Test_Subject_4/id/Jenga_task/Side_View/Jenga_GL_1012.0.png,Annotations/Test_Subject_4/By_1/id/Jenga_task/Side_View/Jenga_GL_1012.0.png,Annotations/Test_Subject_4/By_2/id/Jenga_task/Side_View/Jenga_GL_1012.0.png
Sampled_Frames/Test_Subject_1/id/Jenga_task/Side_View/Jenga_GL_1181.0.png,Annotations/Test_Subject_1/By_1/id/Jenga_task/Side_View/Jenga_GL_1181.0.png,Annotations/Test_Subject_1/By_2/id/Jenga_task/Side_View/Jenga_GL_1181.0.png
Sampled_Frames/Test_Subject_1/id/Jenga_task/Side_View/Jenga_GL_1349.0.png,Annotations/Test_Subject_1/By_1/id/Jenga_task/Side_View/Jenga_GL_1349.0.png,Annotations/Test_Subject_1/By_2/id/Jenga_task/Side_View/Jenga_GL_1349.0.png
Sampled_Frames/Test_Subject_1/id/Jenga_task/Side_View/Jenga_GL_1518.0.png,Annotations/Test_Subject_1/By_1/id/Jenga_task/Side_View/Jenga_GL_1518.0.png,Annotations/Test_Subject_1/By_2/id/Jenga_task/Side_View/Jenga_GL_1518.0.png
Sampled_Frames/Test_Subject_1/id/Jenga_task/Side_View/Jenga_GL_168.0.png,Annotations/Test_Subject_1/By_1/id/Jenga_task/Side_View/Jenga_GL_168.0.png,Annotations/Test_Subject_1/By_2/id/Jenga_task/Side_View/Jenga_GL_168.0.png
Sampled_Frames/Test_Subject_1/id/Jenga_task/Side_View/Jenga_GL_1687.0.png,Annotations/Test_Subject_1/By_1/id/Jenga_task/Side_View/Jenga_GL_1687.0.png,Annotations/Test_Subject_1/By_2/id/Jenga_task/Side_View/Jenga_GL_1687.0.png
Sampled_Frames/Test_Subject_1/id/Jenga_task/Side_View/Jenga_GL_1855.0.png,Annotations/Test_Subject_1/By_1/id/Jenga_task/Side_View/Jenga_GL_1855.0.png,Annotations/Test_Subject_1/By_2/id/Jenga_task/Side_View/Jenga_GL_1855.0.png
Sampled_Frames/Test_Subject_4/id/Jenga_task/Side_View/Jenga_GL_2024.0.png,Annotations/Test_Subject_4/By_1/id/Jenga_task/Side_View/Jenga_GL_2024.0.png,Annotations/Test_Subject_4/By_2/id/Jenga_task/Side_View/Jenga_GL_2024.0.png
Sampled_Frames/Test_Subject_1/id/Jenga_task/Side_View/Jenga_GL_2193.0.png,Annotations/Test_Subject_1/By_1/id/Jenga_task/Side_View/Jenga_GL_2193.0.png,Annotations/Test_Subject_1/By_2/id/Jenga_task/Side_View/Jenga_GL_2193.0.png
Sampled_Frames/Test_Subject_1/id/Jenga_task/Side_View/Jenga_GL_2362.0.png,Annotations/Test_Subject_1/By_1/id/Jenga_task/Side_View/Jenga_GL_2362.0.png,Annotations/Test_Subject_1/By_2/id/Jenga_task/Side_View/Jenga_GL_2362.0.png
